NAM,X1,X2,X3,V1,V2,V3,M,L,MC,RC,RS,POT,TE
380,0.5556973218917847,74.67345428466797,-103.98509979248047,-1.031003713607788,4.74567174911499,-2.75948166847229,8.700427878149952e-11,0.0,0.0,0.0,140.98980712890625,-9.910140991210938,4.486733901076789e-11
384,3.938328266143799,77.63591003417969,-104.51598358154297,0.4822246730327606,3.0793306827545166,-4.508771896362305,3.585183191989749e-11,0.0,0.0,0.0,189.46578979492188,-0.5919359922409058,1.1437827247828825e-11
601,0.7347677946090698,75.26611328125,-104.1291732788086,-0.827210009098053,2.787184238433838,-3.642393112182617,0.41805192828178406,0.024765128269791603,0.0,0.0,0.3878903388977051,-0.5844051837921143,3680.2998046875
630,0.16416220366954803,75.7108154296875,-103.86927795410156,-1.5839040279388428,2.9492573738098145,-4.792402744293213,0.3603494465351105,0.018443888053297997,0.0,0.0,0.3442063629627228,-0.5910776853561401,3629.36962890625
497,-1.3746180534362793,75.29248046875,-105.15132904052734,-0.5087176561355591,3.271960973739624,-3.2456066608428955,0.6503727436065674,0.09314396977424622,0.0,0.0,0.6065957546234131,-1.1886192560195923,4098.4208984375
836,-0.834286093711853,76.00922393798828,-104.9532470703125,-0.8955556750297546,2.8336269855499268,-3.427891731262207,0.1532377153635025,0.0030392399057745934,0.0,0.0,0.1900268942117691,-0.35396042466163635,3112.1552734375
681,-0.4828048050403595,76.2685317993164,-104.46044921875,-0.8256227970123291,2.8240888118743896,-3.2972419261932373,0.28131017088890076,0.01150460448116064,0.0,0.0,0.28911662101745605,-0.4131377637386322,3519.3212890625
509,-0.49791133403778076,76.23534393310547,-104.50959014892578,-0.1696394979953766,2.5063579082489014,-4.57946252822876,0.6251378059387207,0.07943824678659439,0.0,0.0,0.5820785760879517,-0.40022963285446167,4020.63037109375
167,0.12946826219558716,75.74987030029297,-103.88165283203125,-0.06389260292053223,3.2186269760131836,-3.3040151596069336,1.677221417427063,7.629238128662109,0.0,0.0,1.516030192375183,-0.5603799819946289,7799.08984375
409,1.1502679586410522,75.27986907958984,-103.9500503540039,-1.607553482055664,2.9976024627685547,-4.52736759185791,2.449155330657959,37.10504913330078,0.0,0.0,1.823580026626587,-0.5084513425827026,10560.23046875
214,0.039570216089487076,75.79402923583984,-103.56057739257812,0.06291311979293823,2.4959301948547363,-3.880443811416626,7.695265258345074e-11,0.0,0.0,0.0,146.87911987304688,-0.5082402229309082,3.713071169975102e-11
708,-0.7700985670089722,76.01636505126953,-104.96257019042969,0.56662917137146,2.6399142742156982,-3.762634038925171,0.2456444352865219,0.008775444701313972,0.0,0.0,0.2642340064048767,-0.3530782461166382,3440.332763671875
331,1.0628790855407715,75.4159164428711,-104.21829986572266,0.0962127149105072,2.239619016647339,-3.228757381439209,3.1992528438568115,107.80323791503906,0.0,0.0,2.1758692264556885,-0.5471623539924622,12621.7353515625
423,0.07964738458395004,75.44852447509766,-104.16979217529297,-0.7095049619674683,2.7465758323669434,-4.711274147033691,1.5367172956466675,5.197680473327637,0.0,0.0,1.4618346691131592,-1.2742135524749756,7215.73876953125
907,0.16842490434646606,75.53409576416016,-104.6188735961914,-0.39550259709358215,2.2801566123962402,-3.206117630004883,0.11694996058940887,0.001503889448940754,0.0,0.0,0.15169046819210052,-1.2232204675674438,2921.476318359375
600,1.1497496366500854,75.2398681640625,-103.89595794677734,-0.22496604919433594,2.7226123809814453,-3.2750308513641357,0.4210321307182312,0.02513888292014599,0.0,0.0,0.39027461409568787,-1.117149829864502,3682.806396484375
679,1.2773113250732422,75.30865478515625,-103.9883804321289,-0.25777727365493774,1.7217471599578857,-3.41654372215271,0.28481176495552063,0.011785040609538555,0.0,0.0,0.2915268838405609,-1.0225032567977905,3525.908203125
917,0.4877554774284363,74.99478149414062,-103.75762176513672,-0.8003082275390625,2.0108754634857178,-3.486349582672119,0.11499489098787308,0.001435119193047285,0.0,0.0,0.14936760067939758,-0.548071026802063,2909.85498046875
402,0.03494087606668472,75.6051025390625,-104.09989929199219,0.5631095767021179,2.895429849624634,-3.9400715827941895,4.518493175506592,425.8038024902344,0.0,0.0,2.8812265396118164,-1.1452603340148926,15462.91015625
622,0.5818156599998474,74.61658477783203,-103.89266967773438,0.6974849700927734,3.0437498092651367,-3.599722385406494,0.37390682101249695,0.019799426198005676,0.0,0.0,0.3540898263454437,-0.45863866806030273,3642.369140625
634,0.4458216726779938,75.61915588378906,-104.21710205078125,0.7496374249458313,3.1482436656951904,-3.2672557830810547,0.34783118963241577,0.017245259135961533,0.0,0.0,0.33524492383003235,-1.8757128715515137,3616.295166015625
985,0.8339298367500305,75.72340393066406,-103.35726165771484,0.23921096324920654,4.035030841827393,-3.170950174331665,0.09599900990724564,0.0008465464343316853,0.0,0.0,0.13644124567508698,-0.5304831266403198,2668.194091796875
996,0.27166885137557983,75.6545639038086,-103.3938217163086,0.38253578543663025,3.1632981300354004,-4.814929008483887,0.09355983138084412,0.0007817522273398936,0.0,0.0,0.13761679828166962,-0.5274946689605713,2604.408447265625
465,1.1185071468353271,75.50453186035156,-104.226318359375,-0.24558696150779724,3.1341681480407715,-3.733232259750366,0.8642733693122864,0.3433440923690796,0.0,0.0,0.7745584845542908,-0.574975848197937,5025.541015625
379,0.5551775693893433,74.67250061035156,-103.98416137695312,-0.822405219078064,3.1301183700561523,-3.702091693878174,0.8700422644615173,0.3546302318572998,0.0,0.0,0.7787069082260132,-0.46171829104423523,5052.8271484375
685,0.6460313200950623,75.429443359375,-104.0197525024414,-0.7143696546554565,3.916882038116455,-4.575860977172852,0.27409598231315613,0.01093378011137247,0.0,0.0,0.28414005041122437,-0.6190323233604431,3505.1279296875
786,0.7332232594490051,75.68103790283203,-103.62512969970703,-0.8617686629295349,2.6121997833251953,-3.115117073059082,0.18501676619052887,0.004750886932015419,0.0,0.0,0.21816512942314148,-1.1608418226242065,3247.7197265625
441,-1.3249595165252686,74.77571868896484,-105.15044403076172,0.4953012466430664,2.911673069000244,-3.638702154159546,1.1028989553451538,1.1230710744857788,0.0,0.0,1.00880765914917,-0.29822462797164917,5922.09228515625
626,-1.0510653257369995,75.16326904296875,-104.170654296875,-1.1682214736938477,2.5607516765594482,-4.169458389282227,0.3693581223487854,0.01933738961815834,0.0,0.0,0.3507513105869293,-0.36973175406455994,3638.122802734375
91,-0.08844408392906189,75.52932739257812,-104.08538818359375,-0.6573852300643921,2.3238086700439453,-3.751512289047241,2.720351457595825,56.61067199707031,0.0,0.0,1.947679877281189,-0.5725212693214417,11356.4697265625
523,1.1233766078948975,75.04047393798828,-104.62850189208984,-0.20135977864265442,3.1811251640319824,-4.5751872062683105,0.5758494734764099,0.058607395738363266,0.0,0.0,0.5328042507171631,-0.46103841066360474,3894.769775390625
844,1.2779380083084106,74.63287353515625,-104.45295715332031,0.5442923307418823,2.981682062149048,-3.919394016265869,0.14543509483337402,0.0026692054234445095,0.0,0.0,0.18244841694831848,-0.3975892663002014,3074.70166015625
477,0.5061618089675903,75.46492767333984,-103.0882797241211,-0.13020633161067963,2.7222659587860107,-3.820354700088501,0.7478699088096619,0.17222005128860474,0.0,0.0,0.6910241842269897,-0.5016835927963257,4477.66748046875
424,-1.0943011045455933,75.40409088134766,-102.93110656738281,-0.2354169636964798,2.9580166339874268,-3.225024938583374,1.5324171781539917,5.133481979370117,0.0,0.0,1.459845781326294,-0.33020657300949097,7198.251953125
632,2.2637979984283447,76.07917022705078,-103.73882293701172,0.5937068462371826,2.921114683151245,-3.2182776927948,0.35674139857292175,0.018093539401888847,0.0,0.0,0.3416084349155426,-0.3223785161972046,3625.718994140625
179,0.4617890417575836,74.84747314453125,-103.75920104980469,-1.1075741052627563,2.3008174896240234,-4.651191711425781,0.3684675097465515,0.019247805699706078,0.0,0.0,0.3501003682613373,-0.49850964546203613,3637.278564453125
704,-0.3568112254142761,75.76192474365234,-104.41114807128906,-0.041766274720430374,2.3411126136779785,-3.031113624572754,0.25125816464424133,0.009189225733280182,0.0,0.0,0.2682109475135803,-0.4677741527557373,3454.291748046875
886,0.6399526596069336,75.05317687988281,-103.91239929199219,-0.6089984178543091,3.1044528484344482,-4.136800765991211,0.12463247776031494,0.001788425026461482,0.0,0.0,0.16053016483783722,-0.5821921825408936,2965.62939453125
458,1.381522297859192,75.25469970703125,-103.90231323242188,-0.3986653983592987,3.459765672683716,-4.712854385375977,0.9188671112060547,0.46276959776878357,0.0,0.0,0.8156881928443909,-0.4620865285396576,5276.6298828125
730,0.22376999258995056,75.45344543457031,-104.07801055908203,0.06702163070440292,2.5512640476226807,-3.164194107055664,0.22542785108089447,0.007338338065892458,0.0,0.0,0.249609112739563,-1.2389439344406128,3384.906982421875
888,2.257495880126953,76.07869720458984,-103.64454650878906,-1.1447023153305054,3.179821491241455,-3.136457920074463,0.12435699999332428,0.001777832512743771,0.0,0.0,0.16022081673145294,-0.3226151466369629,2964.0859375
470,1.2054665088653564,75.11293029785156,-104.60272979736328,-1.092874526977539,3.596104860305786,-3.396364212036133,0.8146901726722717,0.25805190205574036,0.0,0.0,0.7396968603134155,-0.44541898369789124,4788.25634765625
592,1.2816078662872314,74.67529296875,-104.38079071044922,-0.497702032327652,1.8280811309814453,-3.978745937347412,0.43414050340652466,0.026855072006583214,0.0,0.0,0.4009304940700531,-0.4032977521419525,3694.022705078125
565,0.6092311143875122,75.56067657470703,-103.7264175415039,0.15641599893569946,3.480551242828369,-3.674323558807373,0.4759988486766815,0.03330892324447632,0.0,0.0,0.4368703365325928,-0.5997525453567505,3734.576904296875
645,-0.5302025079727173,73.50765228271484,-105.37462615966797,-0.8478593826293945,3.2000668048858643,-3.3502418994903564,0.33381983637809753,0.015955457463860512,0.0,0.0,0.3253691792488098,-0.2446674257516861,3600.1171875
120,0.8457041382789612,74.78085327148438,-103.92178344726562,-0.062130264937877655,3.9425580501556396,-3.2037463188171387,7.008816443887511e-11,0.0,0.0,0.0,151.5257110595703,-0.4790843427181244,3.214949140240009e-11
415,0.6235488057136536,75.7232437133789,-103.83614349365234,-1.3534117937088013,2.1263370513916016,-4.51437520980835,1.8870657682418823,12.636319160461426,0.0,0.0,1.5893563032150269,-1.1812504529953003,8641.16015625
653,0.5537351965904236,76.64644622802734,-103.43836975097656,0.05303487554192543,3.1199939250946045,-4.125882625579834,0.3175167739391327,0.014514022506773472,0.0,0.0,0.31403306126594543,-0.3894354999065399,3578.794677734375
712,-0.3839280903339386,74.68827819824219,-104.59252166748047,0.03134024888277054,3.531513214111328,-4.610792636871338,0.23941902816295624,0.008323871530592442,0.0,0.0,0.2597854435443878,-0.3908070921897888,3424.1396484375
811,0.947633683681488,75.04457092285156,-102.48506164550781,-1.0324183702468872,2.850951910018921,-3.379866600036621,0.17007054388523102,0.003906599245965481,0.0,0.0,0.20541441440582275,-0.3508671820163727,3187.21826171875
948,1.1503714323043823,75.3566665649414,-105.23106384277344,-0.5768643617630005,2.4666588306427,-4.098532676696777,0.10574083030223846,0.0011300985934212804,0.0,0.0,0.1379355937242508,-0.36779001355171204,2852.45263671875
59,0.5233808159828186,75.97542572021484,-104.31893920898438,-0.6857216358184814,3.4429454803466797,-4.196948528289795,0.2654531002044678,0.010262265801429749,0.0,0.0,0.27814987301826477,-0.5790223479270935,3486.975830078125
271,-0.5655233860015869,74.86790466308594,-104.19990539550781,-0.10125463455915451,2.5984551906585693,-3.8418161869049072,0.8166055679321289,0.26097846031188965,0.0,0.0,0.7410378456115723,-0.4352346956729889,4797.42822265625
435,1.1305590867996216,75.65443420410156,-104.18086242675781,-0.5353431701660156,3.017962694168091,-2.4353909492492676,1.2098596096038818,1.7432078123092651,0.0,0.0,1.1562155485153198,-1.0333718061447144,6174.4091796875
846,-1.4535918235778809,76.89649200439453,-106.26416015625,-0.4933460056781769,2.533114433288574,-4.12571907043457,0.14463767409324646,0.00263257441110909,0.0,0.0,0.18165598809719086,-0.21400077641010284,3070.77392578125
