NAM,X1,X2,X3,V1,V2,V3,M,L,MC,RC,RS,POT,TE
344,0.6439942717552185,63.55491256713867,-90.10004425048828,-1.2345995903015137,2.8765406608581543,-3.3613839149475098,5.2558943308689265e-11,0.0,0.0,0.0,166.78321838378906,-5.37417459487915,2.0628554420198952e-11
84,1.4436142444610596,64.04917907714844,-91.71159362792969,-1.7439203262329102,4.571587562561035,-4.629632472991943,2.1572248154466678e-10,0.0,0.0,0.0,104.16842651367188,-63.05520248413086,1.819256689739035e-10
138,2.394702196121216,66.86983489990234,-88.91259765625,-0.7818989157676697,3.606248378753662,-3.169916868209839,1.9102446013885555e-10,0.0,0.0,0.0,108.47714233398438,-4.438945293426514,1.508287245099993e-10
932,2.361419677734375,65.56942749023438,-91.70243072509766,-1.4320874214172363,2.8873090744018555,-3.5718207359313965,0.10963093489408493,0.0012541586766019464,0.0,0.0,0.1428317278623581,-1.0051181316375732,2877.089111328125
686,1.529739499092102,65.6770248413086,-92.02289581298828,-1.3980636596679688,2.720203161239624,-3.7538702487945557,0.2723112106323242,0.010793980211019516,0.0,0.0,0.28290560841560364,-0.4677758812904358,3501.484130859375
931,1.3999961614608765,63.912410736083984,-91.01054382324219,0.3874742090702057,3.4401469230651855,-3.503171682357788,0.1098279133439064,0.0012606021482497454,0.0,0.0,0.1430760771036148,-0.3830372095108032,2878.31640625
744,1.3706090450286865,64.05423736572266,-91.70560455322266,0.4546445608139038,2.721745491027832,-4.115983486175537,0.2188515067100525,0.006889897398650646,0.0,0.0,0.24472376704216003,-0.3857556879520416,3365.058837890625
926,1.3260163068771362,65.65951538085938,-91.55024719238281,-0.6199052333831787,3.387075424194336,-2.5109646320343018,0.11086016893386841,0.0012946216156706214,0.0,0.0,0.14435110986232758,-1.0862411260604858,2884.716796875
513,1.1425249576568604,65.97838592529297,-92.14546966552734,0.5598945021629333,2.905179500579834,-4.266482353210449,0.6125953197479248,0.07344348728656769,0.0,0.0,0.5696414113044739,-0.4022195637226105,3985.337158203125
939,1.9541707038879395,65.33135986328125,-90.67227935791016,0.09356606006622314,2.6108241081237793,-4.769855976104736,0.10856383293867111,0.0012195220915600657,0.0,0.0,0.14150205254554749,-0.6105028986930847,2870.40771484375
83,1.4431049823760986,64.04856872558594,-91.71026611328125,-0.6468692421913147,3.795325517654419,-3.932297706604004,2.1572248935699463,22.051637649536133,0.0,0.0,1.693583369255066,-0.3526359498500824,9621.3154296875
742,2.013098955154419,65.26795196533203,-90.73407745361328,0.7145291566848755,3.711195945739746,-3.46513295173645,0.219684898853302,0.006946180015802383,0.0,0.0,0.24534690380096436,-0.5848397612571716,3367.625244140625
448,2.6569595336914062,64.77543640136719,-90.19147491455078,-0.9043221473693848,3.548185348510742,-3.8822546005249023,1.0269099473953247,0.7952284216880798,0.0,0.0,0.917201817035675,-0.3958085775375366,5697.28662109375
577,2.7040512561798096,65.63618469238281,-90.9718246459961,0.9202787280082703,2.898056745529175,-4.198287487030029,0.45483019948005676,0.02983756922185421,0.0,0.0,0.4183247983455658,-0.47508126497268677,3712.8857421875
209,2.5390281677246094,65.07891082763672,-90.51715087890625,-0.770588219165802,3.088280439376831,-3.670583724975586,1.504077434539795,4.720981597900391,0.0,0.0,1.445306658744812,-0.47132614254951477,7084.44140625
423,2.632220983505249,65.58089447021484,-90.90841674804688,-0.24322055280208588,3.1511001586914062,-3.5661206245422363,1.5367172956466675,5.193570137023926,0.0,0.0,1.4611835479736328,-0.47044679522514343,7215.9189453125
428,2.6556620597839355,65.1561508178711,-90.45818328857422,0.09231995046138763,4.1885175704956055,-3.8384006023406982,1.3592582941055298,2.9896509647369385,0.0,0.0,1.339786171913147,-0.4702298641204834,6563.9443359375
890,1.3548049926757812,65.40084838867188,-91.45005798339844,0.2984548509120941,4.132903575897217,-4.224925518035889,0.12370318919420242,0.0017528068274259567,0.0,0.0,0.1594843715429306,-0.5439140796661377,2960.410888671875
214,1.730380654335022,65.14724731445312,-91.51444244384766,-0.8506731986999512,3.705559253692627,-3.7839548587799072,7.695265258345074e-11,0.0,0.0,0.0,146.87911987304688,-0.5522341728210449,3.713071169975102e-11
585,1.0569801330566406,65.69312286376953,-90.01616668701172,0.18566957116127014,2.757906913757324,-4.180482864379883,0.4443894326686859,0.02828698605298996,0.0,0.0,0.40945670008659363,-0.39363977313041687,3703.140625
923,1.5774282217025757,64.73806762695312,-91.7144546508789,-0.42916354537010193,3.8511877059936523,-3.2727105617523193,0.11113591492176056,0.0013037810567766428,0.0,0.0,0.1446901559829712,-0.47852104902267456,2886.41796875
858,2.7229466438293457,65.557373046875,-91.00970458984375,-0.8677899241447449,2.403395175933838,-3.8781373500823975,0.13726811110973358,0.002304683206602931,0.0,0.0,0.17416301369667053,-0.46346285939216614,3033.55859375
618,1.6955664157867432,65.59276580810547,-90.82245635986328,-0.44180378317832947,3.3845484256744385,-2.388465166091919,0.3768503665924072,0.020102484151721,0.0,0.0,0.35626211762428284,-1.2727327346801758,3645.06396484375
479,2.2986857891082764,66.64776611328125,-89.65748596191406,0.2739866077899933,2.977918863296509,-3.75181245803833,0.743786633014679,0.16790331900119781,0.0,0.0,0.6878447532653809,-0.3367336690425873,4459.61279296875
447,1.8858529329299927,65.27447509765625,-90.64495086669922,-1.3913332223892212,2.584975242614746,-3.744887351989746,1.0553812980651855,0.9079278111457825,0.0,0.0,0.9495974183082581,-0.5733310580253601,5787.89453125
400,1.7191978693008423,65.59949493408203,-91.18537139892578,-1.048305630683899,3.0173559188842773,-4.20541524887085,4.35786162711338e-09,1.6114932339735396e-43,0.0,0.0,38.24811935424805,-1.346746802330017,1.8721978634061998e-08
601,1.7137194871902466,65.47882080078125,-90.927734375,-0.6956334114074707,3.6807892322540283,-3.6009271144866943,0.41805192828178406,0.02476499229669571,0.0,0.0,0.3878890872001648,-1.3638105392456055,3680.30078125
351,1.4298145771026611,65.00788879394531,-91.10966491699219,0.3921698033809662,3.1644763946533203,-3.8489205837249756,0.6372454762458801,0.0857243463397026,0.0,0.0,0.5939334034919739,-0.5403767228126526,4056.810302734375
792,1.5061246156692505,65.99000549316406,-91.35396575927734,-0.333979994058609,4.2752227783203125,-4.610477447509766,0.18029674887657166,0.004477078560739756,0.0,0.0,0.214219331741333,-1.0316716432571411,3229.214599609375
495,2.606663227081299,65.15841674804688,-90.38299560546875,0.47945114970207214,2.9911582469940186,-4.100925922393799,0.6657093167304993,0.10265188664197922,0.0,0.0,0.6210526823997498,-0.4823595881462097,4150.06640625
593,1.5013244152069092,65.94711303710938,-91.02676391601562,0.7122672200202942,2.74784255027771,-4.239843845367432,0.43186119198799133,0.026547608897089958,0.0,0.0,0.39905622601509094,-0.5200179815292358,3692.043701171875
715,1.6273249387741089,64.82275390625,-91.06095123291016,-0.6346145272254944,3.091634750366211,-3.6582045555114746,0.236866295337677,0.00814096350222826,0.0,0.0,0.25794801115989685,-0.5117016434669495,3417.278564453125
