NAM,X1,X2,X3,V1,V2,V3,M,L,MC,RC,RS,POT,TE
116,0.1115865632891655,-0.09395468980073929,-0.08367232978343964,0.08404524624347687,1.2331992387771606,-1.521226406097412,1.4010052840074394e-10,0.0,0.0,0.0,120.28772735595703,-95.19327545166016,9.351901197884871e-11
380,0.8572410941123962,0.18894433975219727,-0.1043933779001236,0.04919704422354698,1.0348695516586304,2.1950056552886963,8.700427878149952e-11,0.0,0.0,0.0,140.98980712890625,-9.056402206420898,4.486733901076789e-11
172,0.4022131860256195,-0.08189713954925537,-0.13253866136074066,-0.644176185131073,-1.941702127456665,-1.0665137767791748,1.2475134814060596e-10,0.0,0.0,0.0,125.0315170288086,-26.635892868041992,7.820027264626717e-11
274,0.2336001992225647,-0.13964885473251343,-0.4655655324459076,-0.8724253177642822,0.7222161889076233,-1.765533208847046,8.114171834439077e-11,0.0,0.0,0.0,144.30670166015625,-2.625272035598755,4.02924221765133e-11
738,0.4454058110713959,0.6352760791778564,0.2518485486507416,0.07729380577802658,-0.691887378692627,1.0273053646087646,0.22165922820568085,0.007080055773258209,0.0,0.0,0.24681639671325684,-2.078684091567993,3373.6474609375
768,0.4383997321128845,-0.1629679948091507,0.1563069373369217,-0.2770545184612274,-0.3430134952068329,0.5378321409225464,0.19593949615955353,0.00540861627086997,0.0,0.0,0.2270420789718628,-7.894675254821777,3288.485107421875
676,0.45394542813301086,0.6286042332649231,0.2579028308391571,-0.4355461895465851,-0.7351184487342834,-0.3580842614173889,0.28806638717651367,0.01204737275838852,0.0,0.0,0.293760746717453,-2.0378363132476807,3531.862060546875
775,0.030543405562639236,0.262637197971344,-0.10652417689561844,0.7306853532791138,-0.28451067209243774,-0.5005812048912048,0.1912163943052292,0.0051201325841248035,0.0,0.0,0.22324393689632416,-3.3416638374328613,3271.206787109375
841,0.4608180820941925,0.6842901110649109,0.14531877636909485,-0.6510704159736633,0.6387174725532532,-0.5519576668739319,0.14605703949928284,0.0026979122776538134,0.0,0.0,0.18306338787078857,-2.1422598361968994,3077.752685546875
581,0.08958163112401962,-0.3320000469684601,0.009425051510334015,-0.6276096105575562,0.11451220512390137,-1.0518766641616821,0.44904768466949463,0.02896505407989025,0.0,0.0,0.41337642073631287,-5.989408493041992,3707.4326171875
941,-0.5610774159431458,0.13097387552261353,-0.295515239238739,-1.040513515472412,1.3632075786590576,1.0447723865509033,0.10812506824731827,0.0012054089456796646,0.0,0.0,0.14095215499401093,-2.1376395225524902,2867.644287109375
935,-0.029935447499155998,0.31536680459976196,-0.05268830806016922,-0.9251134991645813,1.464324712753296,-0.3711088299751282,0.1092081367969513,0.0012403768487274647,0.0,0.0,0.14230582118034363,-4.89089298248291,2874.448974609375
453,0.3859957754611969,0.242873877286911,0.028430018573999405,-2.0233442783355713,2.2640740871429443,-0.4394349455833435,0.961214005947113,0.5757153034210205,0.0,0.0,0.8512706756591797,-4.291398525238037,5455.01123046875
